ลำดับ,คณะ,สาขาวิชา,จำนวนรับ,ว่าง,เงื่อนไขขั้นต่ำ,เกณฑ์การพิจารณา,รหัสคณะ,ประเภท,รหัสหลักสูตร,แหล่งที่มา
36,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อม,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์, ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดแต่ละวิชา ≥ C+",6,A,10020105302801A,https://admission.ku.ac.th/majors/project/2/
37,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมการบินและอวกาศ,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์, ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดแต่ละวิชา ≥ B",6,A,10020105303201A,https://admission.ku.ac.th/majors/project/2/
38,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา คณิตศาสตร์ ≥ B
2. เลือก 1 วิชา จาก ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดของวิชานั้น ≥ C+",6,A,10020105303501A,https://admission.ku.ac.th/majors/project/2/
39,คณะเศรษฐศาสตร์,ศ.บ. สาขาวิชาเศรษฐศาสตร์สหกรณ์,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา หลักและวิธีการสหกรณ์ ≥ C",8,A,10020107611102A,https://admission.ku.ac.th/majors/project/2/
40,คณะเศรษฐศาสตร์,ศ.บ. สาขาวิชาเศรษฐศาสตร์ประยุกต์และธุรกิจเกษตร,10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 9.00 หน่วยกิต","1. เลือก 1 วิชา จาก คณิตศาสตร์ ≥ C+, เคมี ≥ C, ชีววิทยา ≥ C, ฟิสิกส์ ≥ C, English for Everyday Life ≥ B, หลักการตลาด (ภาษาไทย) ≥ B, หลักการตลาด (ภาษาอังกฤษ) ≥ B",8,A,10020107611103A,https://admission.ku.ac.th/majors/project/2/
41,คณะเศรษฐศาสตร์,ศศ.บ. สาขาวิชาเศรษฐศาสตร์การประกอบการ (นานาชาติ),5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. วิชา English for Everyday Life ≥ B
3. สอบสัมภาษณ์เป็นภาษาอังกฤษโดย คกก. จาก EEBA",8,E,10020107611104E,https://admission.ku.ac.th/majors/project/2/
42,คณะสัตวแพทยศาสตร์,สพ.บ.(สัตวแพทยศาสตรบัณฑิต),45,,"1. เป็นนักเรียนชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. ผ่านการตรวจสุขภาพตามที่คณะกำหนด 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. เลือก 2 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา, ฟิสิกส์ แต่ละวิชา ≥ B+",10,A,10020109140101A,https://admission.ku.ac.th/majors/project/2/
43,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีการบรรจุ,10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา แต่ละวิชา ≥ C",11,A,10020110501102A,https://admission.ku.ac.th/majors/project/2/
44,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีสิ่งทอและแฟชั่น,2,,"1. เป็นนักเรียนชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา แต่ละวิชา ≥ C",11,A,10020110501103A,https://admission.ku.ac.th/majors/project/2/
45,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีชีวภาพ,10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา แต่ละวิชา ≥ C",11,A,10020110501104A,https://admission.ku.ac.th/majors/project/2/
46,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาพัฒนาผลิตภัณฑ์อุตสาหกรรมเกษตร,15,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา แต่ละวิชา ≥ C+",11,A,10020110501105A,https://admission.ku.ac.th/majors/project/2/
47,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร,20,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา แต่ละวิชา ≥ B",11,A,10020110501106A,https://admission.ku.ac.th/majors/project/2/
48,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาวิทยาศาสตร์และเทคโนโลยีการอาหาร (ภาคพิเศษ),20,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. มีคะแนนสอบภาษอังกฤษ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 5.1 TOEFL 
&nbsp;&nbsp;&nbsp;&nbsp 5.2 IELTS 
&nbsp;&nbsp;&nbsp;&nbsp 5.3 KU-EPT 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา แต่ละวิชา ≥ C+",11,B,10020110501106B,https://admission.ku.ac.th/majors/project/2/
49,คณะบริหารธุรกิจ,บธ.บ. สาขาวิชาการตลาด,10,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 1 วิชา จาก การตลาด (ภาษาไทย) หรือ การตลาด (ภาษาอังกฤษ) แต่ละวิชา ≥ B+
2. วิชา English for Everyday Life ≥ C
3. กรณีจานวนผู้สมัครเกินจานวนรับ จะพิจารณาโดยการเรียงลาดับคะแนนวิชาหลักการตลาดก่อน และคำตัดสินของคณะกรรมการเรียนล่วงหน้าคณะฯ ถือเป็นที่สิ้นสุด",13,A,10020112610601A,https://admission.ku.ac.th/majors/project/2/
50,คณะบริหารธุรกิจ,บธ.บ. สาขาวิชาการตลาด (นานาชาติ),20,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. ผลคะแนนสอบภาษาอังกฤษ (อายุไม่เกิน 2 ปี) ดังต่อไปนี้ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 2.1 IELTS  ไม่ต่ำกว่า 5.50 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.2 TOEFL PBT/ITP  ไม่ต่ำกว่า 548.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.3 TOEFL IBT  ไม่ต่ำกว่า 79.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.4 TOEFL CBT  ไม่ต่ำกว่า 211.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.5 KU-EPT  ไม่ต่ำกว่า 71.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.6 OOPT  ไม่ต่ำกว่า 81.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.7 CEFR B2  ไม่ต่ำกว่า 5.50 
&nbsp;&nbsp;&nbsp;&nbsp 2.8 มีการเรียนในระดับชั้นมัธยมศึกษาปีที่ 1 - 6 อย่างน้อย 1 ปีการศึกษา ในต่างประเทศ หรือผลคะแนนมาตรฐานภาษาอังกฤษเทียบเท่าอื่น ๆ ","1. วิชา หลักการตลาด (ภาษาอังกฤษ) ≥ B+
2. สอบสัมภาษณ์เป็นภาษาอังกฤษ",13,E,10020112610601E,https://admission.ku.ac.th/majors/project/2/
51,คณะเทคนิคการสัตวแพทย์,วท.บ. สาขาวิชาเทคนิคการสัตวแพทย์,5,,"1. เป็นนักเรียนชั้นมัธยมศึกษาปีที่ 6 ในปีการศึกษา 2567 ที่ผ่านการเข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ และมีผลการเรียนรายวิชาของโครงการฯ ที่ยังไม่หมดอายุ 
2. ใบรับรองแพทย์ตามแนวทางตาบอดสีของราชวิทยาลัยจักษุแพทย์แห่งประเทศไทยโดยใช้วิธี FARNSWORTH D 15 hue test  (ตาไม่บอดสีทุกรูปแบบ) ตามแบบฟอร์มที่หลักสูตรกำหนด (เฉพาะผู้มีสิทธิสอบสัมภาษณ์ ให้นำแบบฟอร์มมาส่งในวันที่สอบสัมภาษณ์โดยรายละเอียดจะประกาศให้ทราบอีกครั้ง) 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา เคมี ≥ C,14,A,10020113112901A,https://admission.ku.ac.th/majors/project/2/
52,คณะเทคนิคการสัตวแพทย์,วท.บ. สาขาวิชาการพยาบาลสัตว์,5,,"1. เป็นนักเรียนชั้นมัธยมศึกษาปีที่ 6 ในปีการศึกษา 2567 ที่ผ่านการเข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ และมีผลการเรียนรายวิชาของโครงการฯ ที่ยังไม่หมดอายุ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา เคมี ≥ C+,14,A,10020113112902A,https://admission.ku.ac.th/majors/project/2/
53,คณะสิ่งแวดล้อม,วท.บ. สาขาวิชาการจัดการสิ่งแวดล้อม,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต","1. วิชา เคมี ≥ C
2. วิชา ชีววิทยา ≥ C",15,A,10020115210101A,https://admission.ku.ac.th/majors/project/2/
54,คณะสิ่งแวดล้อม,วท.บ. สาขาวิชาวิทยาศาสตร์และเทคโนโลยีสิ่งแวดล้อม,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต","1. วิชา เคมี ≥ C
2. วิชา ชีววิทยา ≥ C",15,A,10020115210102A,https://admission.ku.ac.th/majors/project/2/
55,คณะเกษตร กำแพงแสน,วท.บ. สาขาวิชาเครื่องจักรกลและเมคคาทรอนิกส์เกษตร,2,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. วิชา ฟิสิกส์ ≥ B",16,A,10020219500102A,https://admission.ku.ac.th/majors/project/2/
56,คณะเกษตร กำแพงแสน,วท.บ. สาขาวิชาเกษตรศาสตร์,5,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา เคมี ≥ C
2. วิชา ชีววิทยา ≥ C",16,A,10020219500201A,https://admission.ku.ac.th/majors/project/2/
57,คณะเกษตร กำแพงแสน,วท.บ. สาขาวิชาเทคโนโลยีชีวภาพทางการเกษตร,4,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา เคมี ≥ C
2. วิชา ชีววิทยา ≥ C
3. วิชา English for Everyday Life ≥ C",16,A,10020219500401A,https://admission.ku.ac.th/majors/project/2/
58,คณะเกษตร กำแพงแสน,วท.บ. สาขาวิชาสัตวศาสตร์,5,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. วิชา ชีววิทยา ≥ B
3. วิชา English for Everyday Life ≥ B",16,A,10020219501201A,https://admission.ku.ac.th/majors/project/2/
59,คณะวิศวกรรมศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,1,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ฟิสิกส์ ≥ C+",17,A,10020220300501A,https://admission.ku.ac.th/majors/project/2/
60,คณะวิศวกรรมศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,1,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ฟิสิกส์ ≥ C+",17,A,10020220300701A,https://admission.ku.ac.th/majors/project/2/
61,คณะวิศวกรรมศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล-เกษตร,1,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ฟิสิกส์ ≥ C+",17,A,10020220300702A,https://admission.ku.ac.th/majors/project/2/
62,คณะวิศวกรรมศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมอาหาร,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ฟิสิกส์ ≥ C+",17,A,10020220303301A,https://admission.ku.ac.th/majors/project/2/
63,คณะวิศวกรรมศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ-โลจิสติกส์,1,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ฟิสิกส์ ≥ C+",17,A,10020220303503A,https://admission.ku.ac.th/majors/project/2/
64,คณะศิลปศาสตร์และวิทยาศาสตร์,วท.บ. สาขาวิชาเคมี,5,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา คณิตศาสตร์ ≥ C
2. วิชา เคมี ≥ C+
3. วิชา ฟิสิกส์ ≥ C",18,A,10020222210401A,https://admission.ku.ac.th/majors/project/2/
65,คณะศิลปศาสตร์และวิทยาศาสตร์,วท.บ. สาขาวิชาพฤกษนวัตกรรม,5,,"1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา เคมี ≥ C
2. วิชา ชีววิทยา ≥ C
3. วิชา English for Everyday Life ≥ C",18,A,10020222212502A,https://admission.ku.ac.th/majors/project/2/
66,คณะศิลปศาสตร์และวิทยาศาสตร์,วท.บ. สาขาวิชาฟิสิกส์,5,,1. เป็นนักเรียน ชั้น ม.6 หรือเทียบเท่า ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา, ฟิสิกส์ แต่ละวิชา ≥ D",18,A,10020222212701A,https://admission.ku.ac.th/majors/project/2/
67,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการ (หลักสูตรภาษาอังกฤษ),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,21,D,10020326610201D,https://admission.ku.ac.th/majors/project/2/
68,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการบัญชี (หลักสูตรภาษาอังกฤษ),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,21,D,10020326610502D,https://admission.ku.ac.th/majors/project/2/
69,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการตลาดดิจิทัลและการสร้างตรา (หลักสูตรภาษาอังกฤษ),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,21,D,10020326610602D,https://admission.ku.ac.th/majors/project/2/
70,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาธุรกิจระหว่างประเทศ (หลักสูตรภาษาอังกฤษ),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,21,D,10020326610802D,https://admission.ku.ac.th/majors/project/2/
71,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการโลจิสติกส์ (หลักสูตรภาษาอังกฤษ),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,21,D,10020326611001D,https://admission.ku.ac.th/majors/project/2/
72,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ วิชาเอกการจัดการโรงแรม (หลักสูตรภาษาอังกฤษ),5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,21,D,10020326620102D,https://admission.ku.ac.th/majors/project/2/
73,คณะวิทยาการจัดการ,บธ.บ. สาขาวิชาการจัดการอุตสาหกรรมการบริการ วิชาเอกการจัดการการท่องเที่ยวร่วมสมัย (หลักสูตรภาษาอังกฤษ),5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67",1. วิชา English for Everyday Life ≥ C,21,D,10020326620102D,https://admission.ku.ac.th/majors/project/2/
